"Annotations";"Received in Downtime";"Severity";"Time Created (Europe/Madrid)";"Assigned User";"Type";"Duplicate Count";"Node";"Category";"Responsable";"Instrucción";"Application";"Object";"Title";"Related CI"
"FALSE";"FALSE";"Normal";"2021-05-23T12:33:07.000+0200";"";"AUTO";"1";"pka01.ing.mercadona.es";"OS_ADM";"";"";"Service_Guard";"pka01";"El paquete pka01 vuelve a tener el SWITCH Primary habilitado";"pka01.ing.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-23T12:33:07.000+0200";"";"AUTO";"1";"pka97.ing.mercadona.es";"OS_ADM";"";"";"Service_Guard";"pka97";"El paquete pka97 vuelve a tener el SWITCH Primary habilitado";"pka97.ing.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-23T12:33:07.000+0200";"";"AUTO";"1";"pka98.ing.mercadona.es";"OS_ADM";"";"";"Service_Guard";"pka98";"El paquete pka98 vuelve a tener el SWITCH Primary habilitado";"pka98.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-03T14:00:31.000+0200";"";"";"14";"tavgraba02.grabadona.net";"Telefonia_IP_ADM";"";"";"Content Store";"Traps Grabadora IP";"On TAVGRABA02, Recorder has missed 8083 RTP packets in the last 24 hours. This problem can be caused by a network that is incorrectly configured or is overloaded. This problem can result in loss of call data.
Alarm Raised by IPCaptureEngine.
 1. Verify the SPAN, Load Balancer, and Network configuration. Ensure there are no network errors.
2. Refer to the other active network related alarms on TAVGRABA02.
";"tavgraba02.grabadona.net"
"FALSE";"FALSE";"Normal";"2021-05-23T12:23:08.000+0200";"";"";"0";"hp02.ing.mercadona.es";"OS_ADM";"";"";"";"";"todo ok";"hp02.ing.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-23T12:20:34.000+0200";"";"MANUAL";"0";"evamgmt01.ing.mercadona.es";"OS_ADM";"";"";"Sistema";"SYSTEM_LOG";"[WINDOWS]EventID: 0x00001B72 (7026) - The following boot-start or system-start driver(s) failed to load: 
cdrom";"evamgmt01.ing.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-04-29T10:30:21.000+0200";"";"MANUAL";"9";"evamgmt01.abr.mercadona.es";"OS_ADM";"";"";"Sistema";"SYSTEM_LOG";"[WINDOWS]EventID: 0xFFFF9017 (36887) - The following fatal alert was received: 40.";"evaabrera01.ofidona.net"
"FALSE";"FALSE";"Warning";"2021-04-29T10:30:21.000+0200";"";"MANUAL";"43";"evamgmt01.abr.mercadona.es";"OS_ADM";"";"";"Sistema";"SYSTEM_LOG";"[WINDOWS]EventID: 0xFFFF9017 (36887) - The following fatal alert was received: 70.";"evaabrera01.ofidona.net"
"FALSE";"FALSE";"Warning";"2021-05-23T12:20:14.000+0200";"";"";"0";"hp03rc.ing.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): hp03rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 32333536-3030-5A43-3333-32384A444B30 ";"hp03rc.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T11:58:51.000+0200";"";"REV-MANUAL";"9";"sanfcsw01.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""3"", connUnitPortState=""2"" ) (Unit Port Status Change (connUnitPortStatus=""3"", connUnitPortState=""2"" ))";"sanfcsw01.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T03:41:40.000+0200";"";"REV-MANUAL";"17";"sanfcsw03.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""3"", connUnitPortState=""2"" ) (Unit Port Status Change (connUnitPortStatus=""3"", connUnitPortState=""2"" ))";"sanfcsw03.ing.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-23T12:19:24.000+0200";"";"";"1";"hp01rc.ing.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): hp01rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 32333536-3030-5A43-3333-32384A444A59 ";"hp01rc.ing.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-23T12:17:26.000+0200";"";"";"1";"evamgmt01rc.ing.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): evamgmt01rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.3.0 (OctetString): 32333536-3030-5A43-3333-32384A444B31 ";"evamgmt01rc.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T02:51:35.000+0200";"";"REV-MANUAL";"44";"sanfcsw03.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""9"", connUnitPortState=""3"" ) (Unit Port Status Change (connUnitPortStatus=""9"", connUnitPortState=""3"" ))";"sanfcsw03.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T02:51:35.000+0200";"";"REV-MANUAL";"27";"sanfcsw01.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""9"", connUnitPortState=""3"" ) (Unit Port Status Change (connUnitPortStatus=""9"", connUnitPortState=""3"" ))";"sanfcsw01.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T03:41:40.000+0200";"";"REV-MANUAL";"1";"sanfcsw04.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""3"", connUnitPortState=""2"" ) (Unit Port Status Change (connUnitPortStatus=""3"", connUnitPortState=""2"" ))";"sanfcsw04.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T11:58:56.000+0200";"";"REV-MANUAL";"0";"sanfcsw03.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""9"", connUnitPortState=""5"" ) (Unit Port Status Change (connUnitPortStatus=""9"", connUnitPortState=""5"" ))";"sanfcsw03.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T11:58:51.000+0200";"";"REV-MANUAL";"0";"sanfcsw02.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""3"", connUnitPortState=""2"" ) (Unit Port Status Change (connUnitPortStatus=""3"", connUnitPortState=""2"" ))";"sanfcsw02.ing.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-23T11:58:12.000+0200";"";"";"0";"ingesx01-rc.ing.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): ingesx01-rc.homestation 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 37383638-3330-5A43-3239-323230443832 ";"ingesx01-rc.ing.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-23T11:37:50.000+0200";"";"";"0";"";"Red_ADM";"";"";"NNMi";"none";"Rate Correlation for SNMPLinkDown: Agent Interface Down (linkDown Trap) on interface 50";""
"FALSE";"FALSE";"Major";"2021-05-23T09:53:36.000+0200";"";"MANUAL";"1";"";"Hardware_ADM";"";"";"Traps Racks Blades";"12";"The power subsystem in enclosure CIE_SalaB_enc1 in rack Rack_1_Sala_B_enc1 is no longer redundant.";""
"FALSE";"FALSE";"Major";"2021-05-23T09:53:36.000+0200";"";"MANUAL";"1";"";"Hardware_ADM";"";"";"Insight Manager";"Rack_1_Sala_B_enc1";"The power subsystem in enclosure, named CIE_SalaB_enc1 in rack, named Rack_1_Sala_B_enc1, is no longer redundant.";""
"FALSE";"FALSE";"Normal";"2021-05-23T11:26:33.000+0200";"";"";"0";"czfcsw02.cie.mercadona.es";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 62 y de tipo 2: 'EM-1034 PS 1 set to faulty, rc=2000e.'.";"czfcsw02.cie.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-23T11:26:33.000+0200";"";"";"0";"czfcsw04.cie.mercadona.es";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 33 y de tipo 2: 'EM-1034 PS 1 set to faulty, rc=2000e.'.";"czfcsw04.cie.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-23T11:23:42.000+0200";"";"";"0";"";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): inesx09-rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 39313738-3034-5A43-4A30-333730365753 ";""
"FALSE";"FALSE";"Warning";"2021-05-23T11:23:41.000+0200";"";"";"0";"";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): inesx05-rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 39313738-3034-5A43-4A30-333730365750 ";""
"FALSE";"FALSE";"Warning";"2021-05-23T11:23:16.000+0200";"";"";"0";"";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): inesx07-rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 39313738-3034-5A43-4A30-333730365752 ";""
"FALSE";"FALSE";"Warning";"2021-05-23T11:22:25.000+0200";"";"";"0";"";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): inesx03-rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 39313738-3034-5A43-4A30-33373036574E ";""
"FALSE";"FALSE";"Warning";"2021-05-23T11:22:16.000+0200";"";"";"0";"";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): inesx01-rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 39313738-3034-5A43-4A30-333730365751 ";""
"FALSE";"FALSE";"Minor";"2021-05-23T11:10:16.000+0200";"";"REV-MANUAL";"21";"fcsw03.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""3"", connUnitPortState=""2"" ) (Unit Port Status Change (connUnitPortStatus=""3"", connUnitPortState=""2"" ))";"fcsw03.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T11:10:13.000+0200";"";"REV-MANUAL";"19";"fcsw01.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""3"", connUnitPortState=""2"" ) (Unit Port Status Change (connUnitPortStatus=""3"", connUnitPortState=""2"" ))";"fcsw01.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T03:13:54.000+0200";"";"REV-MANUAL";"53";"fcsw03.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""9"", connUnitPortState=""3"" ) (Unit Port Status Change (connUnitPortStatus=""9"", connUnitPortState=""3"" ))";"fcsw03.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T11:10:01.000+0200";"";"REV-MANUAL";"3";"fcsw04.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""3"", connUnitPortState=""2"" ) (Unit Port Status Change (connUnitPortStatus=""3"", connUnitPortState=""2"" ))";"fcsw04.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T11:09:59.000+0200";"";"REV-MANUAL";"3";"fcsw02.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""3"", connUnitPortState=""2"" ) (Unit Port Status Change (connUnitPortStatus=""3"", connUnitPortState=""2"" ))";"fcsw02.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T03:25:03.000+0200";"";"REV-MANUAL";"3";"fcsw04.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""9"", connUnitPortState=""3"" ) (Unit Port Status Change (connUnitPortStatus=""9"", connUnitPortState=""3"" ))";"fcsw04.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T03:24:06.000+0200";"";"REV-MANUAL";"3";"fcsw02.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""9"", connUnitPortState=""3"" ) (Unit Port Status Change (connUnitPortStatus=""9"", connUnitPortState=""3"" ))";"fcsw02.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T03:13:55.000+0200";"";"REV-MANUAL";"45";"fcsw01.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""9"", connUnitPortState=""3"" ) (Unit Port Status Change (connUnitPortStatus=""9"", connUnitPortState=""3"" ))";"fcsw01.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T10:21:37.000+0200";"";"AUTO";"0";"domgraba02.grabadona.net";"Telefonia_IP_ADM";"";"";"Content Store";"Traps Grabadora IP";"Insufficient memory is reserved for the virtual machine DOMGRABA02. Minimum required is 4096 MB.
Alarm Acknowledged by Alarmer.";"domgraba02.grabadona.net"
"FALSE";"FALSE";"Normal";"2021-05-23T09:53:37.000+0200";"";"";"0";"czfcsw02.cie.mercadona.es";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 59 y de tipo 2: 'EM-1034 PS 1 set to faulty, rc=2000e.'.";"czfcsw02.cie.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-23T09:53:37.000+0200";"";"";"0";"czfcsw04.cie.mercadona.es";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 30 y de tipo 2: 'EM-1034 PS 1 set to faulty, rc=2000e.'.";"czfcsw04.cie.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-23T09:50:19.000+0200";"";"";"0";"";"Red_ADM";"";"";"NNMi";"none";"Rate Correlation for SNMPLinkDown: Agent Interface Down (linkDown Trap) on interface 50";""
"FALSE";"FALSE";"Normal";"2021-05-23T08:55:09.000+0200";"";"";"0";"fcsw04.ing.mercadona.es";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"fcsw04.ing.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-23T08:55:09.000+0200";"";"";"0";"fcsw02.ing.mercadona.es";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"fcsw02.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T03:40:11.000+0200";"";"REV-MANUAL";"1";"sanfcsw04.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""9"", connUnitPortState=""3"" ) (Unit Port Status Change (connUnitPortStatus=""9"", connUnitPortState=""3"" ))";"sanfcsw04.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T08:09:47.000+0200";"";"REV-MANUAL";"0";"sanfcsw02.ing.mercadona.es";"Hardware_ADM";"";"";"";"Port";"Cambio de estado del puerto de la unidad (connUnitPortStatus=""9"", connUnitPortState=""3"" ) (Unit Port Status Change (connUnitPortStatus=""9"", connUnitPortState=""3"" ))";"sanfcsw02.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T08:06:39.000+0200";"";"AUTO";"0";"caj14.c4271n.tnd.mercadona.es";"OMi_ADM";"";"";"Plantillas";"mon_plantillas";"Las plantillas OMi no son correctas";"caj14.c4271n.tnd.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-23T08:00:01.000+0200";"";"MANUAL";"0";"tvvgw0004.preproduccion.net";"Windows_ADM";"";"";"Windows_ADM";"";"AD - PREPRODUCCION - AAD - Password Rejected - Mercadona -";"tvvgw0004.preproduccion.net"
"FALSE";"FALSE";"Major";"2021-05-23T04:56:01.301+0200";"";"AUTO";"0";"";"OpC_OPE";"";"";"Agente_OMi";"";"Agent Health Problem.
The agent did not send events during the last 16 minutes.
The message agent is buffering messages for this management server.";""
"FALSE";"FALSE";"Minor";"2021-05-23T04:16:59.000+0200";"";"MANUAL";"0";"evamgmt01rc.ing.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): evamgmt01rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.3.0 (OctetString): 32333536-3030-5A43-3333-32384A444B31 ";"evamgmt01rc.ing.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-23T04:16:11.000+0200";"";"MANUAL";"0";"evamgmt01.ing.mercadona.es";"OS_ADM";"";"";"Sistema";"SYSTEM_LOG";"[WINDOWS]EventID: 0x00001B77 (7031) - The HP MIF service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 60000 milliseconds: Restart the service.";"evamgmt01.ing.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-23T04:16:01.000+0200";"";"MANUAL";"0";"evamgmt01.ing.mercadona.es";"OS_ADM";"";"";"Sistema";"SYSTEM_LOG";"[WINDOWS]EventID: 0x00001B77 (7031) - The HP P6000 Performance Data Collector service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 60000 milliseconds: Restart the service.";"evamgmt01.ing.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-23T04:16:00.000+0200";"";"MANUAL";"0";"evamgmt01.ing.mercadona.es";"OS_ADM";"";"";"Sistema";"SYSTEM_LOG";"[WINDOWS]EventID: 0x00001B77 (7031) - The HP P6000 Command View service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 60000 milliseconds: Restart the service.";"evamgmt01.ing.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-08T12:56:29.000+0200";"";"MANUAL";"200";"evamgmt01.ing.mercadona.es";"OS_ADM";"";"";"Sistema";"SYSTEM_LOG";"[WINDOWS]EventID: 0x000003EE (1006) - The processing of Group Policy failed. Windows could not authenticate to the Active Directory service on a domain controller. (LDAP Bind function call failed). Look in the details tab for error code and description.";"evamgmt01.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T02:51:51.000+0200";"";"MANUAL";"0";"hp03rc.ing.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): hp03rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 32333536-3030-5A43-3333-32384A444B30 ";"hp03rc.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T02:51:45.000+0200";"";"MANUAL";"0";"hp01rc.ing.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): hp01rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 32333536-3030-5A43-3333-32384A444A59 ";"hp01rc.ing.mercadona.es"
"FALSE";"FALSE";"Major";"2021-05-23T02:47:55.000+0200";"";"AUTO";"1";"";"OS";"";"";"Service_Guard";"pka00";"El paquete pka00 tiene el SWITCHING del Primary deshabilitado";""
"FALSE";"FALSE";"Major";"2021-05-23T02:47:55.000+0200";"";"AUTO";"1";"pka97.ing.mercadona.es";"OS";"";"";"Service_Guard";"pka97";"El paquete pka97 tiene el SWITCHING del Primary deshabilitado";"pka97.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T02:35:00.000+0200";"";"MANUAL";"307";"hp01.ing.mercadona.es";"OS_Linux_ADM";"";"";"multipathd";"/var/log/messages";"May 23 01:44:25 hp01 multipathd: dm-43: devmap not registered, can't remove";"hp01.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-06T11:31:36.000+0200";"";"MANUAL";"139";"hp02.ing.mercadona.es";"OS_Linux_ADM";"";"";"multipathd";"/var/log/messages";"May 23 01:44:23 hp02 multipathd: dm-30: devmap not registered, can't remove";"hp02.ing.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-23T02:02:39.000+0200";"";"MANUAL";"0";"";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): inesx07-rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 39313738-3034-5A43-4A30-333730365752 ";""
"FALSE";"FALSE";"Minor";"2021-05-23T02:02:39.000+0200";"";"MANUAL";"0";"";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): inesx09-rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 39313738-3034-5A43-4A30-333730365753 ";""
"FALSE";"FALSE";"Minor";"2021-05-23T02:02:39.000+0200";"";"MANUAL";"0";"";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): inesx03-rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 39313738-3034-5A43-4A30-33373036574E ";""
"FALSE";"FALSE";"Minor";"2021-05-23T02:02:39.000+0200";"";"MANUAL";"0";"";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): inesx01-rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 39313738-3034-5A43-4A30-333730365751 ";""
"FALSE";"FALSE";"Minor";"2021-05-23T02:02:39.000+0200";"";"MANUAL";"0";"";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): inesx05-rc.ing.mercadona.es 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 39313738-3034-5A43-4A30-333730365750 ";""
"FALSE";"FALSE";"Warning";"2021-05-23T00:10:42.000+0200";"";"";"45";"patgraba01.grabadona.net";"Telefonia_IP_ADM";"";"";"Content Store";"Traps Grabadora IP";"On PATGRABA01, IP Capture Engine is not receiving CTI Information. This may result in loss of recording or limited tagging depending on the Member Group Recorder Control Type and Recorder Fallback Type configuration. The detailed reason detected is: Control Client PATGRABA02 is not able to control the recordings for extension 60109 on Data Source V15_Cisco-IPCC-Paterna. This may be because of its CTI connection failure. Please verify the connection.
Alarm Raised by IPCaptureEngine.
 1. Verify that Recorder Integration Service is running.
2. Verify that Recorder Integration Service Adapter is configured and started.
3. Verify that Recorder Integration Service host is able to ping the Recorder host.
4. Verify that Recorder Integration Service host is able to ping the CTI server.
5. Refer to the Recorder Integration Service Alarms for detailed information about CTI problems.
";"patgraba01.grabadona.net"
"FALSE";"FALSE";"Warning";"2021-05-16T00:10:39.000+0200";"";"";"62";"patgraba02.grabadona.net";"Telefonia_IP_ADM";"";"";"Content Store";"Traps Grabadora IP";"On PATGRABA02, IP Capture Engine is not receiving CTI Information. This may result in loss of recording or limited tagging depending on the Member Group Recorder Control Type and Recorder Fallback Type configuration. The detailed reason detected is: Control Client PATGRABA02 is not able to control the recordings for extension 60109 on Data Source V15_Cisco-IPCC-Paterna. This may be because of its CTI connection failure. Please verify the connection.
Alarm Raised by IPCaptureEngine.
 1. Verify that Recorder Integration Service is running.
2. Verify that Recorder Integration Service Adapter is configured and started.
3. Verify that Recorder Integration Service host is able to ping the Recorder host.
4. Verify that Recorder Integration Service host is able to ping the CTI server.
5. Refer to the Recorder Integration Service Alarms for detailed information about CTI problems.
";"patgraba02.grabadona.net"
"FALSE";"FALSE";"Warning";"2021-05-23T00:02:17.000+0200";"";"";"3";"";"Red_ADM";"";"";"Traps_Balanceadores_F5";"bigipStandby (SNMPv1)";"The system is going into standby mode. - 
[1] .1.3.6.1.4.1.3375.2.4.1.1 (OctetString): Standby 
[2] .1.3.6.1.6.3.1.1.4.3.0 (ObjectIdentifier): .1.3.6.1.4.1.3375.2.4 ";""
"FALSE";"FALSE";"Warning";"2021-05-23T00:02:17.000+0200";"";"";"2";"";"Red_ADM";"";"";"Traps_Balanceadores_F5";"bigipActive (SNMPv1)";"The system is going into active mode. - 
[1] .1.3.6.1.4.1.3375.2.4.1.1 (OctetString): Active 
[2] .1.3.6.1.6.3.1.1.4.3.0 (ObjectIdentifier): .1.3.6.1.4.1.3375.2.4 ";""
"FALSE";"FALSE";"Warning";"2021-05-23T00:02:17.000+0200";"";"";"2";"";"Red_ADM";"";"";"Traps_Balanceadores_F5";"bigipTrafficGroupActive (SNMPv1)";"A traffic group is going into active mode on the system. - 
[1] .1.3.6.1.4.1.3375.2.4.1.1 (OctetString): Active for traffic group traffic-group-1. 
[2] .1.3.6.1.6.3.1.1.4.3.0 (ObjectIdentifier): .1.3.6.1.4.1.3375.2.4 ";""
