"Annotations";"Received in Downtime";"Severity";"Time Created (Europe/Madrid)";"Assigned User";"Type";"Duplicate Count";"Node";"Category";"Responsable";"Instrucción";"Application";"Object";"Title";"Related CI"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4416.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4416.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4583.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existe el fichero Balctrol en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4583.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4583.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4583.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4543.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existe el fichero Balctrol en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4543.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4543.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4543.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:01.000+0200";"";"MANUAL";"13";"sn4538.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existe el fichero Balctrol en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4538.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:01.000+0200";"";"MANUAL";"13";"sn4538.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4538.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4452.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4452.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4568.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existe el fichero Balctrol en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4568.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:01.000+0200";"";"MANUAL";"13";"sn4568.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4568.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4484.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4484.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:01.000+0200";"";"MANUAL";"13";"sn4191.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4191.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4480.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4480.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"37";"sn4556.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4556.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:01.000+0200";"";"MANUAL";"13";"sn4550.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4550.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"17";"sn4450.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4450.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4578.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4578.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4215.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4215.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"14";"sn4573.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existe el fichero Balctrol en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4573.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"14";"sn4573.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4573.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4569.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4569.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:01.000+0200";"";"MANUAL";"13";"sn4468.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4468.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4522.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4522.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:01.000+0200";"";"MANUAL";"13";"sn4493.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existe el fichero Balctrol en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4493.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:01.000+0200";"";"MANUAL";"13";"sn4493.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4493.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4264.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existe el fichero Balctrol en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4264.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4264.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4264.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4527.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4527.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:01.000+0200";"";"MANUAL";"13";"sn4619.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4619.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4391.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existe el fichero Balctrol en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4391.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4391.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4391.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4536.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4536.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-19T22:30:02.000+0200";"";"MANUAL";"7";"sn4645.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existe el fichero Balctrol en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4645.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-19T22:30:02.000+0200";"";"MANUAL";"7";"sn4645.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4645.tnd.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-13T22:30:02.000+0200";"";"MANUAL";"13";"sn4565.tnd.mercadona.es";"Tienda_Batch_ADM";"";"";"setie";"SitBalanzas.sh";"BALANZAS: No existen ficheros MER_Ser_F_BalanzasComunic en  /opt/apli/pkt00/tienda/app/SETIE/datos/servidor";"sn4565.tnd.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-26T22:24:11.000+0200";"";"";"11";"pf1r84sf2vc5.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r84sf2vc5.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T22:24:10.000+0200";"";"";"11";"pf1r83sf2vc5.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r83sf2vc5.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T12:48:40.000+0200";"";"";"13";"pf1r82sf2vc2.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r82sf2vc2.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T22:24:10.000+0200";"";"";"11";"";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";""
"FALSE";"FALSE";"Normal";"2021-05-26T22:24:09.000+0200";"";"";"11";"";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";""
"FALSE";"FALSE";"Normal";"2021-05-26T22:24:09.000+0200";"";"";"11";"pf1r83sf2vc2.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r83sf2vc2.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T22:23:46.000+0200";"";"";"11";"pf1r84sf2vc2.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r84sf2vc2.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T12:48:42.000+0200";"";"";"13";"pf1r82sf2vc5.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r82sf2vc5.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T22:20:41.000+0200";"";"";"11";"pf1r82sf1vc5.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r82sf1vc5.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T22:20:41.000+0200";"";"";"11";"pf1r84sf1vc5.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r84sf1vc5.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T22:19:29.000+0200";"";"";"11";"pf1r84sf1vc2.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r84sf1vc2.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T22:19:29.000+0200";"";"";"11";"pf1r83sf1vc2.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r83sf1vc2.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T22:19:29.000+0200";"";"";"11";"pf1r82sf1vc2.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r82sf1vc2.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T22:19:28.000+0200";"";"";"11";"pf1r83sf1vc5.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r83sf1vc5.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-21T21:07:35.000+0200";"";"";"13";"pf1r85sf1vc5.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r85sf1vc5.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-21T21:06:00.000+0200";"";"";"13";"pf1r86sf1vc5.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r86sf1vc5.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-21T22:02:57.000+0200";"";"";"13";"pf1r85sf1vc2.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r85sf1vc2.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-21T21:42:24.000+0200";"";"";"13";"pf1r87sf1vc2.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r87sf1vc2.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-21T20:51:18.000+0200";"";"";"13";"pf1r86sf1vc2.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r86sf1vc2.cc1.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-21T21:11:59.000+0200";"";"";"13";"pf1r87sf1vc5.cc1.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf1r87sf1vc5.cc1.mercadona.com"
"FALSE";"FALSE";"Minor";"2021-05-26T22:04:03.000+0200";"";"MANUAL";"0";"sn2965.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn2965.tnd.mercadona.es)"
"FALSE";"FALSE";"Minor";"2021-05-26T22:04:00.000+0200";"";"MANUAL";"0";"sn3224.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn3224.tnd.mercadona.es)"
"FALSE";"FALSE";"Minor";"2021-05-26T22:03:56.000+0200";"";"MANUAL";"0";"sn2283.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn2283.tnd.mercadona.es)"
"FALSE";"FALSE";"Minor";"2021-05-26T22:03:53.000+0200";"";"MANUAL";"0";"sn3857.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn3857.tnd.mercadona.es)"
"FALSE";"FALSE";"Minor";"2021-05-26T22:03:37.000+0200";"";"MANUAL";"0";"sn3777.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn3777.tnd.mercadona.es)"
"FALSE";"FALSE";"Minor";"2021-05-26T22:00:58.000+0200";"";"MANUAL";"0";"sn2840.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn2840.tnd.mercadona.es)"
"FALSE";"FALSE";"Warning";"2021-05-26T15:38:41.000+0200";"";"";"2";"vwlc.c04.cmn.mercadona.es";"Red_ADM";"";"";"Traps_CISCO-LWAPP-AP";"Ap08.c04";"This notification is generated when the number of
	 clients on the AP's Radio Interface exceeds
	 the limit defined in cLRFProfileHDClientTrapThreshold. - 
[1] .1.3.6.1.4.1.9.9.513.1.1.1.1.1.0 (OctetString): 0xF4 DB E6 B6 8F E0  
[2] .1.3.6.1.4.1.9.9.513.1.1.1.1.5.0 (OctetString): Ap03.c04 
[3] .1.3.6.1.4.1.9.9.513.1.2.1.1.1.0 (Gauge): 1 
[4] .1.3.6.1.4.1.9.9.513.1.2.1.1.2.0 (Integer): 2 
[5] .1.3.6.1.4.1.9.9.778.1.1.2.1.22.0 (Integer): 200 
[6] .1.3.6.1.4.1.9.9.778.1.1.2.1.37.0 (Integer): 50 ";"vwlc.c04.cmn.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-26T21:54:33.000+0200";"";"MANUAL";"0";"sn3181.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn3181.tnd.mercadona.es)"
"FALSE";"FALSE";"Minor";"2021-05-26T21:54:03.000+0200";"";"MANUAL";"0";"sn2746.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn2746.tnd.mercadona.es)"
"FALSE";"FALSE";"Minor";"2021-05-26T21:53:59.000+0200";"";"MANUAL";"0";"sn2346.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn2346.tnd.mercadona.es)"
"FALSE";"FALSE";"Minor";"2021-05-26T21:53:58.000+0200";"";"MANUAL";"0";"sn3275.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn3275.tnd.mercadona.es)"
"FALSE";"FALSE";"Minor";"2021-05-26T21:53:55.000+0200";"";"MANUAL";"0";"sn4565.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"COBBLER";"/var/log/cobbler/cobbler.log";"Error al realizar operación sobre INCONF";"COBBLER (sn4565.tnd.mercadona.es)"
"TRUE";"FALSE";"Major";"2021-05-26T21:35:15.000+0200";"jopuig";"";"1";"pf2ga0010.cc2.mercadona.com";"Hardware_Almacenamiento";"Sistemas Almacenamiento CPD";"SA-C0000:https://confluence.mercadona.com/x/MYF4Bw";"Traps 3PAR";"15 authentication failures in 120 secs.";"13 authentication failures in 120 secs. -> Alert notification contains details about an event that may affect system operations and performance. The details include all columns defined in alertTable. - 
[1] .1.3.6.1.4.1.12925.1.7.1.5.1 (OctetString): sw_cli 
[2] .1.3.6.1.4.1.12925.1.7.1.6.1 (OctetString): 13 authentication failures in 120 secs. 
[3] .1.3.6.1.4.1.12925.1.7.1.4.1 (Gauge): 3 
[4] .1.3.6.1.4.1.12925.1.7.1.2.1 (Integer): 2 
[5] .1.3.6.1.4.1.12925.1.7.1.3.1 (OctetString): 2021-05-26 21:37:15 CEST 
[6] .1.3.6.1.4.1.12925.1.7.1.7.1 (Gauge): 90 
[7] .1.3.6.1.4.1.12925.1.7.1.8.1 (Gauge): 1376262 
[8] .1.3.6.1.4.1.12925.1.7.1.9.1 (Integer): 1 
[9] .1.3.6.1.4.1.12925.1.7.1.10.1 (OctetString): CZ205002RC 
[10] .1.3.6.1.4.1.12925.1.7.1.11.1 (OctetString): 0x 
[11] .1.3.6.1.4.1.12925.1.7.1.12.1 (OctetString): 0x 
[12] .1.3.6.1.4.1.12925.1.7.1.13.1 (OctetString): Security 
[13] .1.3.6.1.4.1.12925.1.7.1.14.1 (OctetString): 0x ";"pf2ga0010.cc2.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T21:27:18.000+0200";"";"";"11";"pf2r88sf1vc2.cc2.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf2r88sf1vc2.cc2.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T21:27:18.000+0200";"";"";"12";"pf2r88sf1vc5.cc2.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf2r88sf1vc5.cc2.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T21:24:23.000+0200";"";"";"11";"pf2r84sf2vc5.cc2.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf2r84sf2vc5.cc2.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T21:24:23.000+0200";"";"";"11";"pf2r82sf2vc5.cc2.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf2r82sf2vc5.cc2.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T21:23:09.000+0200";"";"";"11";"pf2r83sf2vc5.cc2.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf2r83sf2vc5.cc2.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T21:23:09.000+0200";"";"";"11";"";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";""
"FALSE";"FALSE";"Normal";"2021-05-26T21:23:09.000+0200";"";"";"11";"";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";""
"FALSE";"FALSE";"Normal";"2021-05-21T11:50:07.000+0200";"";"";"99";"pf2r83sf1vc2.cc2.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf2r83sf1vc2.cc2.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T12:34:06.000+0200";"";"";"14";"pf2r83sf1vc5.cc2.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf2r83sf1vc5.cc2.mercadona.com"
"FALSE";"FALSE";"Normal";"2021-05-26T21:19:54.000+0200";"";"";"11";"pf2r84sf1vc5.cc2.mercadona.com";"Hardware_ADM";"";"";"";"";"Se ha generado un evento con ID 2 y de tipo .0.0: '(UNAVAILABLE EVENT PARAMETER $4)'.";"pf2r84sf1vc5.cc2.mercadona.com"
